,Location_ID,Parent_ID,Name,Country_ID,Type,Snippet,Snippet_Language,Temp_Avg_Min_Jan,Temp_Avg_Max_Jan,Temp_Avg_Min_Feb,Temp_Avg_Max_Feb,Temp_Avg_Min_Mar,Temp_Avg_Max_Mar,Temp_Avg_Min_Apr,Temp_Avg_Max_Apr,Temp_Avg_Min_May,Temp_Avg_Max_May,Temp_Avg_Min_Jun,Temp_Avg_Max_Jun,Temp_Avg_Min_Jul,Temp_Avg_Max_Jul,Temp_Avg_Min_Aug,Temp_Avg_Max_Aug,Temp_Avg_Min_Sep,Temp_Avg_Max_Sep,Temp_Avg_Min_Oct,Temp_Avg_Max_Oct,Temp_Avg_Min_Nov,Temp_Avg_Max_Nov,Temp_Avg_Min_Dec,Temp_Avg_Max_Dec,Similarity_Score
197,Denver,Colorado,Denver,United_States,city,"Known for lunch. Recommended places to visit are Denver Museum of Nature and Science, Denver Botanic Gardens and Denver Zoo.",,-8.11,6.67,-7.28,7.89,-3.11,12.44,0.72,16.39,5.94,21.94,11.28,28.0,14.94,31.89,14.39,30.67,9.06,25.83,2.56,18.5,-4.17,11.17,-8.28,6.0,0.064036176
403,Madison2C_Wisconsin,Wisconsin,Madison,United_States,city,"Known for places to eat and drink. Recommended places to visit are Madison Children's Museum, Capitol Square and Henry Vilas Zoo.",,-11.61111111,-3.111111111,-9.388888889,-0.5,-4.0,6.166666667,2.111111111,14.05555556,7.833333333,20.22222222,13.38888889,25.5,16.11111111,27.55555556,15.0,26.33333333,10.11111111,22.11111111,3.777777778,14.94444444,-2.111111111,6.722222222,-8.944444444,-1.0,0.06403617
86,Cairo,wv__Lower_Egypt,Cairo,Egypt,city,"Known for museums. Recommended places to visit are Egyptian Museum, Great Sphinx of Giza and Giza pyramid complex.",,9.0,18.9,9.7,20.4,11.6,23.5,14.6,28.3,17.7,32.0,20.1,33.9,22.0,34.7,22.1,34.2,20.5,32.6,17.4,29.2,14.1,24.8,10.4,20.3,0.061682127
227,Brookline2C_Massachusetts,Massachusetts,Brookline,United_States,city,"Known for dinner. Recommended places to visit are Larz Anderson Auto Museum, John Fitzgerald Kennedy National Historic Site and Frederick Law Olmsted National Historic Site.",,-5.555555556,2.222222222,-3.888888889,3.888888889,-0.5555555560000001,7.222222222,5.0,13.33333333,10.0,18.88888889,15.55555556,24.44444444,18.33333333,27.77777778,18.33333333,26.66666667,13.88888889,22.22222222,8.333333332999999,16.11111111,3.333333333,11.11111111,-2.222222222,5.0,0.05690077
32,Mumbai,wv__Western_India,Mumbai,India,city,"Known for places to eat and drink. Recommended places to visit are Gateway of India, Elephanta Caves and Chhatrapati Shivaji Maharaj Vastu Sangrahalaya.",,19.3,30.2,20.2,30.2,22.7,31.5,25.0,32.7,27.1,33.8,26.5,32.2,25.4,30.0,25.1,29.7,25.0,30.6,24.8,33.0,23.2,33.5,20.9,32.2,0.050943047
25,Birmingham,wv__West_Midlands_28region29,Birmingham,United_Kingdom,city,"Known for places to eat and drink. Recommended places to visit are Birmingham Museum and Art Gallery, Thinktank and St Martin in the Bull Ring.",,1.25,6.65,1.0,7.05,2.65,9.75,3.85,12.4,6.65,15.9,9.6,18.8,11.8,21.35,11.5,20.9,9.4,17.8,6.55,13.65,3.6,9.5,1.8,7.1,0.0
390,Weybridge,wv__South_East_England,Weybridge,United_Kingdom,city,"Known for lunch. Recommended places to visit are Brooklands Museum, Mercedes-Benz World and London Bus Museum.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
31,Johannesburg,wv__Gauteng,Johannesburg,South_Africa,city,South Africa's economic heart.,,14.7,25.6,14.1,25.1,13.1,24.0,10.3,21.1,7.2,18.9,4.1,16.0,4.1,16.7,6.2,19.4,9.3,22.8,11.2,23.8,12.7,24.2,13.9,25.2,0.0
374,Valencia,wv__Valencian_Community,Valencia,Spain,city,"Known for cycling. Recommended places to visit are L'Oceanogràfic, Llotja de la Seda and Palau de les Arts Reina Sofia.",,7.1,16.4,7.8,17.1,9.7,19.3,11.5,20.8,14.6,23.4,18.6,27.1,21.5,29.7,21.9,30.2,19.1,27.9,15.2,24.3,10.8,19.8,8.1,17.0,0.0
67,Colombo,Sri_Lanka,Colombo,Sri_Lanka,city,"Known for wellness. Recommended places to visit are Galle Face Green, National Zoological Gardens of Sri Lanka and National Museum of Colombo.",,22.3,31.0,22.7,31.2,23.7,31.7,24.6,31.8,25.5,31.1,25.5,30.4,25.1,30.0,25.1,30.0,24.8,30.2,24.0,30.0,23.2,30.2,22.8,30.4,0.0
293,Lisbon,wv__Lisbon_Region,Lisbon,Portugal,city,"Known for cycling. Recommended places to visit are Belém Tower, Mosteiro dos Jerónimos and Berardo Collection Museum.",,8.3,14.8,9.1,16.2,11.0,18.8,11.9,19.8,13.9,22.1,16.6,25.7,18.2,27.9,18.6,28.3,17.6,26.5,15.1,22.5,11.8,18.2,9.4,15.3,0.0
44,Oslo,wv__East_Norway,Oslo,Norway,city,Norway's capital.,,-5.05,-0.25,-5.1,0.7,-2.3,4.85,1.85,10.45,6.8,16.65,10.6,20.15,13.2,22.55,12.35,21.1,8.3,16.05,3.8,9.5,-0.75,4.1,-4.35,0.35,0.0
379,Volendam,wv__Western_Netherlands,Volendam,Netherlands,city,"Known for camping. Recommended places to visit are Volendams Museum, St. Vincentiuskerk and Kathammer.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
12,Frankfurt,wv__Hesse,Frankfurt,Germany,city,"Known for cycling. Recommended places to visit are Saalburg, Städel Museum and Naturmuseum Senckenberg.",,-1.1,4.2,-1.1,5.9,2.1,10.7,4.9,15.4,9.1,20.0,12.3,23.1,14.4,25.5,14.0,25.1,10.5,20.3,6.6,14.6,2.8,8.4,-0.1,4.9,0.0
20,Houston,Texas,Houston,United_States,city,"Known for places to eat and drink. Recommended places to visit are Museum of Fine Arts, John C. Freeman Weather Museum and Discovery Green.",,5.28,16.19,6.94,18.17,10.44,22.25,14.97,26.44,19.81,30.44,22.89,33.19,24.0,34.28,23.97,34.42,21.33,31.97,16.83,27.94,11.03,22.44,6.25,17.47,0.0
48,Rotterdam,wv__Western_Netherlands,Rotterdam,Netherlands,city,"Known for museums. Recommended places to visit are Museum Boijmans Van Beuningen, Kunsthal and Wereldmuseum.",,0.8,6.0,0.5,6.6,2.6,9.9,4.3,13.5,7.8,17.5,10.6,19.9,13.1,22.2,12.8,22.1,10.6,18.9,7.5,14.7,4.2,9.9,1.4,6.6,0.0
289,Kloten,wv__Zurich_28region29,Kloten,Switzerland,city,"Recommended places to visit are Hans im Glück - Kleintiere, Bücheler-Hus and Obstgartenstrasse.",,-3.1,3.2,-3.1,5.2,0.1,10.3,3.0,14.6,7.4,19.3,10.6,22.5,12.8,25.0,12.4,24.2,8.9,19.8,5.5,14.4,0.7,7.6,-1.6,4.1,0.0
3,Amsterdam,wv__Western_Netherlands,Amsterdam,Netherlands,city,"Canals, Rembrandt, hashish and red lanterns, the epitome of social liberal attitudes.",,0.8,5.8,0.5,6.3,2.6,9.6,4.6,13.5,8.2,17.4,10.8,19.7,13.0,22.0,12.8,22.1,10.6,18.8,7.5,14.5,4.2,9.7,1.5,6.4,0.0
266,Grenoble,wv__Auvergne-RhC3B4ne-Alpes,Grenoble,France,city,"Known for museums. Recommended places to visit are Musée de Grenoble, Bastille and Musée de la Résistance et de la Déportation à Grenoble.",,-1.2,5.9,-0.4,7.8,2.0,12.0,4.4,15.3,8.9,19.9,12.0,23.8,14.2,26.9,14.0,26.4,10.9,21.8,7.8,16.9,2.7,10.2,-0.1,6.4,0.0
393,Woodbridge2C_Suffolk,wv__East_of_England,Woodbridge,United_Kingdom,city,"Known for lunch. Recommended places to visit are Woodbridge Tide Mill, Sutton Hoo Helmet and Parham Airfield Museum.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
51,Amstelveen,wv__Western_Netherlands,Amstelveen,Netherlands,city,"Once a proper town of its own, Amstelveen has grown exponentially since the Second World War, making it effectively a suburb of Amsterdam in modern times.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
395,Yerevan,wv__Central_Armenia,Yerevan,Armenia,city,"Known for coffee. Recommended places to visit are Cafesjian Center for the Arts, Matenadaran and Tsitsernakaberd.",,-7.5,1.2,-4.4,5.5,0.7,12.6,7.0,19.4,11.2,24.1,15.4,29.9,19.4,33.7,18.8,33.4,13.4,28.7,7.5,21.0,1.1,12.4,-3.9,4.6,0.0
56,Hoofddorp,wv__Western_Netherlands,Hoofddorp,Netherlands,city,"Perhaps better known as the Haarlemmermeer, which, like the Beemster is a drained lake.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
396,Zaandam,wv__Western_Netherlands,Zaandam,Netherlands,city,"Recommended places to visit are De Kat, Czar Peter House and Zaanse Schans.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
53,Courbevoie,wv__C38Ele-de-France,Courbevoie,France,city,"Known for climbing. Recommended places to visit are Tour Total, Pavillon des Indes and Le Vinci.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
381,Waldenbuch,wv__Baden-WC3BCrttemberg,Waldenbuch,Germany,city,"Recommended places to visit are Museum der Alltagskultur, Waldenbuch and Museum Ritter.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
28,Dallas,Texas,Dallas,United_States,city,"Known for places to eat and drink. Recommended places to visit are Perot Museum of Nature and Science, Dallas Holocaust Museum and Dallas Museum of Art.",,2.94,13.78,5.06,16.0,9.17,20.39,13.44,24.83,18.56,29.0,22.67,33.11,24.83,35.56,24.89,35.78,20.56,31.5,14.56,25.83,8.67,19.5,3.61,14.17,0.0
230,Cergy,wv__C38Ele-de-France,Cergy,France,city,"Known for climbing. Recommended places to visit are Église Saint-Christophe, Osny and Église Saint-Pierre-aux-Liens.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
262,Florence,wv__Tuscany,Florence,Italy,city,"Known for cycling. Recommended places to visit are Uffizi, Florence Baptistery and Piazza della Signoria.",,2.0,10.9,2.5,12.5,4.9,15.7,7.5,18.5,11.6,23.7,15.0,27.7,17.7,31.4,17.7,31.5,14.4,26.7,10.1,20.9,5.1,14.7,2.6,11.1,0.0
172,Montreal,wv__Quebec,Montreal,Canada,city,"Known for places to eat and drink. Recommended places to visit are Montreal Museum of Fine Arts, Mount Royal and Musée d'art contemporain de Montréal.",,-13.2,-5.35,-11.4,-3.45,-5.65,2.45,2.05,11.3,8.95,18.95,14.05,23.8,17.0,26.45,15.75,25.05,11.1,20.0,4.9,12.65,-0.95,5.5,-9.1,-1.85,0.0
189,Pittsburgh,Pennsylvania,Pittsburgh,United_States,city,"Known for places to eat and drink. Recommended places to visit are The Andy Warhol Museum, Carnegie Science Center and Carnegie Museum of Natural History.",,-6.06,2.06,-5.0,4.06,-1.11,9.56,4.56,16.5,9.61,21.56,14.67,26.17,17.11,28.06,16.39,27.44,12.22,23.5,6.06,17.0,1.5,10.67,-3.72,4.11,0.0
184,Seoul,wv__Gyeonggi,Seoul,South_Korea,city,"Known for museums. Recommended places to visit are Gyeongbokgung, Deoksugung and Changgyeonggung.",,-5.9,1.5,-3.4,4.7,1.6,10.4,7.8,17.8,13.2,23.0,18.2,27.1,21.9,28.6,22.4,29.6,17.2,25.8,10.3,19.8,3.2,11.6,-3.2,4.3,0.0
182,Calgary,wv__Prairies,Calgary,Canada,city,"Known for dinner. Recommended places to visit are Telus Spark, Glenbow Museum and Calgary Tower.",,-13.2,-0.9,-11.4,0.7,-7.5,4.4,-2.0,11.2,3.1,16.3,7.5,19.8,9.8,23.2,8.8,22.8,4.1,17.8,-1.4,11.7,-8.2,3.4,-12.8,-0.8,0.0
181,Kastrup,wv__Zealand,Kastrup,Denmark,city,"Recommended places to visit are Den Blå Planet, Amager Strandvej and Naturcenter Amager.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
308,Minneapolis,Minnesota,Minneapolis,United_States,city,"Known for places to eat and drink. Recommended places to visit are The Museum of Russian Art, Minneapolis Institute of Art and Saint Anthony Falls.",,-13.61111111,-4.6111111110000005,-10.66666667,-1.7222222219999999,-4.277777778,5.166666667,2.888888889,14.33333333,9.388888889,20.77777778,14.88888889,26.0,17.83333333,28.55555556,16.55555556,26.94444444,11.33333333,22.05555556,4.277777778,14.44444444,-3.222222222,5.1111111110000005,-10.94444444,-2.722222222,0.0
175,Chonburi,wv__Eastern_Thailand,Chonburi,Thailand,city,"Known for golf. Recommended places to visit are Wang Saen Suk, The Institute of Marine Science of Burapha University and ?????.",,22.1,32.6,24.0,33.2,25.5,34.2,26.6,35.2,26.4,34.2,26.3,33.7,26.1,33.2,25.8,33.0,25.1,32.6,24.5,32.7,23.3,32.8,21.6,32.4,0.0
329,Phuket_28city29,wv__Southern_Thailand,Phuket Town,Thailand,city,"Known for dinner. Recommended places to visit are Khao Rang, Phuket Trickeye Museum and Phuket Thai Hua Museum.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
324,Oshawa,wv__Ontario,Oshawa,Canada,city,"Known for dinner. Recommended places to visit are Oshawa Museum, Parkwood Estate and Canadian Automotive Museum.",,-8.5,-1.1,-7.3,0.1,-3.5,4.2,2.5,10.8,7.7,16.9,12.9,22.3,15.9,25.1,15.6,24.3,11.7,20.2,5.6,13.3,1.0,7.4,-4.4,2.1,0.0
169,Stuttgart,wv__Baden-WC3BCrttemberg,Stuttgart,Germany,city,"Known for museums. Recommended places to visit are Mercedes-Benz Museum, Wilhelma and Porsche Museum.",,-2.9,3.7,-2.5,5.4,0.8,9.8,3.8,14.1,8.2,18.6,11.3,23.7,13.3,26.2,12.9,25.9,9.2,19.5,5.4,14.4,1.0,8.1,-1.6,4.4,0.0
168,Boston,Massachusetts,Boston,United_States,city,"Known for places to eat and drink. Recommended places to visit are Museum of Fine Arts, Quincy Market and Hayden Planetarium.",,-5.44,2.11,-4.06,3.72,-0.5,7.44,4.78,13.11,9.94,18.89,15.28,24.39,18.56,27.44,18.11,26.44,14.11,22.44,8.06,16.33,3.33,10.83,-2.11,5.11,0.0
330,Pisa,wv__Tuscany,Pisa,Italy,city,"Known for cycling. Recommended places to visit are Leaning Tower of Pisa, Piazza dei Miracoli and Pisa Baptistery.",,2.2,11.4,2.5,12.6,4.4,15.2,7.2,17.8,10.7,22.2,14.1,26.0,16.7,29.4,17.2,29.5,14.3,25.7,10.7,20.9,6.1,15.3,3.4,11.8,0.0
166,Mississauga,wv__Ontario,Mississauga,Canada,city,"Known for lunch. Recommended places to visit are Art Gallery of Mississauga, Absolute World and Mississauga Civic Centre.",,-9.4,-1.5,-8.7,-0.4,-4.5,4.6,1.9,12.2,7.4,18.8,13.0,24.2,15.8,27.1,15.1,26.0,10.8,21.6,4.6,14.3,-0.2,7.6,-5.8,1.4,0.0
165,MalC3A9,Maldives,Malé,Maldives,island,"Known for beaches. Recommended places to visit are Islamic Centre, National Museum and Fish Market.",,25.7,30.3,25.9,30.7,26.4,31.4,26.8,31.6,26.3,31.2,26.0,30.6,25.8,30.5,25.5,30.4,25.3,30.2,25.4,30.2,25.2,30.1,25.4,30.1,0.0
163,Republic_of_Ireland,,Republic of Ireland,Republic_of_Ireland,country,"Ireland is often called the 'Emerald Isle'. It boasts an expansive and fascinating history, with a landscape that never ceases to astound.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
190,Oxford,wv__South_East_England,Oxford,United_Kingdom,city,"Known for places to eat and drink. Recommended places to visit are Ashmolean Museum, Oxford University Museum of Natural History and Pitt Rivers Museum.",,2.1,7.6,1.8,8.0,3.7,10.9,5.0,13.6,7.9,17.1,10.9,20.3,13.0,22.7,12.9,22.3,10.7,19.1,7.8,14.8,4.6,10.5,2.3,7.7,0.0
310,Monaco,,Monaco,Monaco,city_state,"A principality on the French riviera, known for Formula One and gambling.",,7.4,13.0,7.4,13.0,9.1,14.9,10.9,16.7,14.6,20.4,18.0,23.7,21.0,26.6,21.4,26.9,18.3,24.0,15.2,20.6,11.2,16.5,8.5,13.9,0.0
368,Te_Anau,wv__South_Island,Te Anau,New_Zealand,city,"Known for dinner. Recommended places to visit are Lake Henry, Te Anau Glowworm Caves and Te Anau Wildlife Centre.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
210,Baltimore,Maryland,Baltimore,United_States,city,"Known for museums. Recommended places to visit are American Visionary Art Museum, Fort McHenry and Walters Art Museum.",,-1.5555555559999998,5.777777778,-0.333333333,7.6111111110000005,3.777777778,12.16666667,8.666666667000001,18.61111111,13.83333333,24.0,19.5,29.44444444,22.5,31.66666667,21.61111111,30.55555556,17.66666667,26.83333333,11.0,20.22222222,6.055555556,14.27777778,0.444444444,7.833333333,0.0
311,Mykonos,wv__Greek_Islands,Mykonos,Greece,island,"Known for lunch. Recommended places to visit are Archaeological Museum of Mykonos, Panagia Paraportiani and Aegean Maritime Museum.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
219,Bloomington2C_Indiana,Indiana,Bloomington,United_States,city,"Known for lunch. Recommended places to visit are WonderLab, Indiana University Art Museum and Kirkwood Observatory.",,-6.0,3.777777778,-4.8888888889999995,5.722222222,0.055555556,11.66666667,5.8888888889999995,18.33333333,11.38888889,23.94444444,16.33333333,28.44444444,18.44444444,30.72222222,17.44444444,29.94444444,13.5,26.5,7.1111111110000005,20.22222222,1.5,12.16666667,-4.1111111110000005,5.333333333,0.0
218,Blagnac,wv__Occitanie,Blagnac,France,city,"Known for ice skating. Recommended places to visit are Aeroscopia, Ailes Anciennes Toulouse and Airbus Visit.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
217,Bentonville2C_Arkansas,Arkansas,Bentonville,United_States,city,"Known for lunch. Recommended places to visit are Scott Family Amazeum, Crystal Bridges Museum of American Art and The Peel Mansion Museum & Heritage Gardens.",,-4.444444444,7.777777778,-2.777777778,10.55555556,1.6666666669999999,15.0,6.666666667,20.55555556,12.22222222,24.44444444,16.66666667,28.88888889,18.88888889,31.66666667,18.33333333,31.66666667,13.88888889,27.77777778,7.222222222,21.66666667,2.222222222,15.0,-3.333333333,8.888888889,0.0
312,Nanaimo,wv__British_Columbia,Nanaimo,Canada,city,"Known for lunch. Recommended places to visit are Nanaimo Bastion, Nanaimo Museum and Vancouver Island Regional Library.",,0.1,6.9,0.0,8.5,1.7,11.0,3.9,14.1,7.2,17.7,10.3,20.8,12.3,23.9,12.1,24.3,8.9,20.9,5.2,14.6,1.8,9.3,-0.2,6.3,0.0
232,Cheltenham,wv__West_Country,Cheltenham,United_Kingdom,city,"Known for lunch. Recommended places to visit are The Wilson, Crickley Hill and Barrow Wake and Cheltenham Minster.",,2.0,7.6,1.7,7.9,3.6,10.8,4.8,13.8,7.8,17.5,10.8,20.5,13.1,22.8,12.7,22.1,10.3,19.1,7.7,14.9,4.6,10.6,2.1,8.0,0.0
209,Badalona,wv__Catalonia,Badalona,Spain,city,"Known for beaches. Recommended places to visit are Badalona Museum, Pont del Petroli and Sant Jeroni de la Murtra.",,6.7,13.7,7.2,14.1,9.3,15.7,11.0,17.4,14.6,20.2,18.6,23.7,21.7,26.8,21.8,27.9,18.8,24.8,15.1,21.5,10.3,17.2,7.6,14.4,0.0
322,Orlando2C_Florida,Florida,Orlando,United_States,city,"Known for golf. Recommended places to visit are Orlando Science Center, Spaceship Earth and Walt Disney World.",,9.555555556,21.77777778,11.16666667,23.27777778,13.22222222,25.55555556,15.55555556,28.05555556,19.11111111,31.16666667,22.22222222,32.61111111,23.11111111,33.22222222,23.38888889,33.11111111,22.61111111,31.94444444,19.11111111,29.22222222,14.77777778,25.77777778,11.33333333,22.66666667,0.0
314,Neckarsulm,wv__Baden-WC3BCrttemberg,Neckarsulm,Germany,city,"Recommended places to visit are Deutsches Zweirad- und NSU-Museum, Fujitsu TDS GmbH and Kreatief.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
316,Nijmegen,wv__Eastern_Netherlands,Nijmegen,Netherlands,city,"Known for drinks. Recommended places to visit are Valkhof Museum, Afrika Museum and Stevenskerk.",,-0.2,5.2,-0.4,6.2,1.7,9.8,3.4,13.3,7.4,18.1,10.2,20.4,12.2,22.6,11.7,22.9,9.4,19.0,6.1,14.3,2.8,8.9,1.0,6.2,0.0
206,Amersfoort,wv__Western_Netherlands,Amersfoort,Netherlands,city,"Known for places to eat and drink. Recommended places to visit are DierenPark Amersfoort, Onze Lieve Vrouwetoren and Koppelpoort.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
199,Bristol,wv__West_Country,Bristol,United_Kingdom,city,"Known for lunch. Recommended places to visit are M Shed, Bristol Museum & Art Gallery and Arnolfini.",,2.2,7.8,1.9,7.9,3.7,10.5,5.0,13.3,8.1,16.6,11.1,19.6,13.2,21.5,13.0,21.2,10.8,18.6,8.1,14.5,4.8,10.6,2.5,8.0,0.0
195,Leeds,wv__Yorkshire,Leeds,United_Kingdom,city,"Known for lunch. Recommended places to visit are Harewood House, Leeds Art Gallery and The Tetley.",,0.3,5.8,0.2,5.9,1.6,8.7,3.1,11.3,5.5,15.0,8.5,18.2,10.4,19.9,10.5,19.9,8.7,17.3,6.3,13.4,2.9,8.8,1.2,6.7,0.0
194,Brighton,wv__South_East_England,Brighton,United_Kingdom,city,"Known for lunch. Recommended places to visit are Royal Pavilion, British Airways i360 and Sea Life Centre.",,3.33,7.78,3.33,7.78,4.44,9.44,6.11,11.67,8.89,15.56,11.67,17.78,14.44,20.0,14.44,20.56,12.22,18.33,9.44,15.0,6.11,11.11,4.44,8.89,0.0
332,Plymouth,wv__West_Country,Plymouth,United_Kingdom,city,"Known for lunch. Recommended places to visit are Smeaton's Tower, Royal William Yard and Plymouth Hoe.",,4.0,8.8,3.6,8.8,4.8,10.5,5.9,12.6,8.8,15.6,11.2,18.0,13.3,19.9,13.4,20.0,11.6,18.1,9.3,14.8,6.4,11.7,4.5,9.5,0.0
158,Zermatt,wv__Valais,Zermatt,Switzerland,city,"Known for winter sport. Recommended places to visit are Schwarzsee, Gornergrat and Riffelsee.",,-8.4,0.2,-7.8,1.3,-5.5,3.7,-2.2,7.3,2.1,12.1,4.8,15.6,6.8,18.9,6.7,17.9,4.2,15.4,0.7,11.2,-4.0,4.6,-7.1,1.1,0.0
157,ZC3BCrich,wv__Zurich_28region29,Zurich,Switzerland,city,"Known for places to eat and drink. Recommended places to visit are Grossmünster, Zunfthaus zur Meisen and Swiss National Museum.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
91,Dammam,wv__Eastern_Province_28Saudi_Arabia29,Dammam,Saudi_Arabia,city,"Recommended places to visit are King Abdul Aziz Port, ??????? and ????? ???????.",,9.5,21.1,11.4,23.9,14.6,29.2,19.9,34.5,24.8,40.6,27.5,43.6,29.3,45.0,28.8,44.7,25.2,41.4,21.2,37.6,16.1,29.1,11.5,23.2,0.0
356,Shrewsbury,wv__West_Midlands_28region29,Shrewsbury,United_Kingdom,city,"Known for lunch. Recommended places to visit are Shrewsbury Museum and Art Gallery, Haughmond Abbey and Shrewsbury Abbey.",,0.7,6.9,0.5,7.3,2.1,9.7,3.2,12.1,6.0,15.7,8.9,18.3,11.0,20.9,10.8,20.6,8.6,17.6,5.9,13.7,2.8,9.8,1.4,7.6,0.0
250,Dresden,wv__Saxony,Dresden,Germany,city,"Known for museums. Recommended places to visit are Gemäldegalerie Alte Meister, German Hygiene Museum and Mathematisch-Physikalischer Salon.",,-2.4,2.7,-1.9,3.9,1.2,8.3,4.4,13.7,8.9,18.9,11.9,21.5,14.0,24.2,13.9,23.8,10.4,18.9,6.5,13.6,2.1,7.2,-1.2,3.5,0.0
256,Erlangen,wv__Bavaria,Erlangen,Germany,city,"Known for drinks. Recommended places to visit are Botanischer Garten Erlangen, Schloss Erlangen and Markgrafentheater.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
99,Grindelwald,wv__Bernese_Highlands,Grindelwald,Switzerland,city,"Known for winter sport. Recommended places to visit are Bachalpsee, Eiger and Schynige Platte.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
98,Granada,wv__Andalusia,Granada,Spain,city,"Known for dinner. Recommended places to visit are Alhambra, Generalife and Court of the Lions.",,0.75,12.8,2.0,15.0,4.3,18.5,6.4,20.05,9.8,24.5,14.15,30.6,16.7,34.5,16.55,33.85,13.6,29.05,9.4,22.9,4.75,16.75,2.2,13.25,0.0
258,Essen,wv__North_Rhine-Westphalia,Essen,Germany,city,"Known for museums. Recommended places to visit are Museum Folkwang, Zollverein Coal Mine Industrial Complex and Villa Hügel.",,-0.05,4.2,0.15,5.3,2.55,8.7,4.9,12.55,8.9,17.35,11.55,19.95,13.45,21.9,13.5,21.95,11.1,18.35,7.75,13.85,3.55,8.15,1.25,5.25,0.0
364,Sunnyvale2C_California,California,Sunnyvale,United_States,city,"Known for lunch. Recommended places to visit are Sunnyvale Arboretum, Hendy Iron Works Museum and Sunnyvale Public Library.",,5.055555556,15.0,6.3888888889999995,16.77777778,7.444444444,18.66666667,8.388888889,21.11111111,10.38888889,23.5,12.27777778,26.0,13.61111111,27.05555556,13.55555556,27.11111111,12.77777778,26.72222222,10.44444444,23.5,7.1111111110000005,18.16666667,5.0,14.77777778,0.0
154,Wanaka,wv__South_Island,Wanaka,New_Zealand,city,"Known for lunch. Recommended places to visit are Warbirds & Wheels, National Transport and Toy Museum and Deep Canyon.",,10.8,23.9,10.4,23.4,8.4,20.8,5.1,17.3,1.6,12.2,-0.9,8.4,-1.2,8.4,-0.2,11.0,2.4,14.4,5.0,16.8,7.3,19.8,9.6,21.9,0.0
88,Cannes,wv__Provence-Alpes-CC3B4te_d27Azur,Cannes,France,city,"Known for dinner. Recommended places to visit are Palais des Festivals, Lérins Abbey and Cimetière du Grand Jas.",,3.6,13.1,3.9,13.5,6.2,15.7,8.7,17.3,12.8,21.0,16.4,24.5,18.8,27.5,18.8,27.8,15.5,24.8,12.3,20.9,7.8,16.7,4.6,13.9,0.0
84,Bern,wv__Bernese_Highlands,Berne,Switzerland,city,"Known for museums. Recommended places to visit are Zytglogge, Bärengraben and Natural History Museum of Bern.",,-3.6,2.8,-3.1,4.7,0.2,9.5,3.0,13.4,7.4,18.2,10.5,21.6,12.5,24.3,12.3,23.7,8.9,19.1,5.4,13.8,0.4,7.3,-2.3,3.5,0.0
82,Bangalore,wv__Southern_India,Bangalore,India,city,"Known for coffee. Recommended places to visit are Visvesvaraya Industrial and Technological Museum, Lal Bagh and Government Museum.",,15.8,27.9,17.5,30.7,20.0,33.1,22.0,34.0,21.7,33.3,20.4,29.6,19.9,28.3,19.8,27.8,19.8,28.6,19.6,28.2,18.0,27.2,16.2,26.5,0.0
261,Fiumicino,wv__Lazio,Fiumicino,Italy,city,"Known for dinner. Recommended places to visit are Portus, Isola Sacra and Museo delle Navi Romane.",,,,,,,,,,,,,,,,,,,,,,,,,,0.0
80,Athens,wv__Central_Greece,Athens,Greece,city,"Known for cycling. Recommended places to visit are Acropolis Museum, Parthenon and Acropolis.",,6.533333333,13.23333333,6.766666667000001,14.03333333,8.366666667,16.36666667,11.36666667,20.36666667,15.73333333,25.63333333,20.1,30.53333333,22.8,33.36666667,22.9,33.23333333,19.23333333,29.1,15.13333333,23.63333333,11.46666667,18.76666667,8.133333333,14.63333333,0.0
78,Amman,wv__Northern_Jordan,Amman,Jordan,city,"Known for dinner. Recommended places to visit are Amman Citadel, Jordan Archaeological Museum and The Jordan Museum.",,4.2,12.7,4.8,13.9,7.2,17.6,10.9,23.3,14.8,27.9,18.3,30.9,20.5,32.5,20.4,32.7,18.3,30.8,15.1,26.8,9.8,20.1,5.8,14.6,0.0
